[OVERALL], RunTime(ms), 16914
[OVERALL], Throughput(ops/sec), 591.2262031453234
[TOTAL_GCS_G1_Young_Generation], Count, 120
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 192
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 1.135154310039021
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 120
[TOTAL_GC_TIME], Time(ms), 192
[TOTAL_GC_TIME_%], Time(%), 1.135154310039021
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1.0
[CLEANUP], LatencyVariance(us), 0.0
[CLEANUP], MinLatency(us), 1
[CLEANUP], MaxLatency(us), 1
[CLEANUP], 95thPercentileLatency(us), 0
[CLEANUP], 99thPercentileLatency(us), 0
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 1646.5834
[INSERT], LatencyVariance(us), 4605979.98844444
[INSERT], MinLatency(us), 958
[INSERT], MaxLatency(us), 138594
[INSERT], 95thPercentileLatency(us), 3000
[INSERT], 99thPercentileLatency(us), 8000
[INSERT], Return=OK, 10000
