[OVERALL], RunTime(ms), 16545
[OVERALL], Throughput(ops/sec), 604.4122091266244
[TOTAL_GCS_G1_Young_Generation], Count, 130
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 181
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 1.09398609851919
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 130
[TOTAL_GC_TIME], Time(ms), 181
[TOTAL_GC_TIME_%], Time(%), 1.09398609851919
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1.0
[CLEANUP], LatencyVariance(us), 0.0
[CLEANUP], MinLatency(us), 1
[CLEANUP], MaxLatency(us), 1
[CLEANUP], 95thPercentileLatency(us), 0
[CLEANUP], 99thPercentileLatency(us), 0
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 1608.0938
[INSERT], LatencyVariance(us), 3301210.5366015597
[INSERT], MinLatency(us), 937
[INSERT], MaxLatency(us), 132877
[INSERT], 95thPercentileLatency(us), 3000
[INSERT], 99thPercentileLatency(us), 7000
[INSERT], Return=OK, 10000
