[OVERALL], RunTime(ms), 16811
[OVERALL], Throughput(ops/sec), 594.8486110284932
[TOTAL_GCS_G1_Young_Generation], Count, 140
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 177
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 1.052882041520433
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 140
[TOTAL_GC_TIME], Time(ms), 177
[TOTAL_GC_TIME_%], Time(%), 1.052882041520433
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1.0
[CLEANUP], LatencyVariance(us), 0.0
[CLEANUP], MinLatency(us), 1
[CLEANUP], MaxLatency(us), 1
[CLEANUP], 95thPercentileLatency(us), 0
[CLEANUP], 99thPercentileLatency(us), 0
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 1634.8026
[INSERT], LatencyVariance(us), 3626357.1508332402
[INSERT], MinLatency(us), 945
[INSERT], MaxLatency(us), 136351
[INSERT], 95thPercentileLatency(us), 3000
[INSERT], 99thPercentileLatency(us), 7000
[INSERT], Return=OK, 10000
