[OVERALL], RunTime(ms), 7310
[OVERALL], Throughput(ops/sec), 1367.9890560875513
[TOTAL_GCS_G1_Young_Generation], Count, 4
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 10
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.13679890560875513
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 4
[TOTAL_GC_TIME], Time(ms), 10
[TOTAL_GC_TIME_%], Time(%), 0.13679890560875513
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 2605.0
[CLEANUP], LatencyVariance(us), 0.0
[CLEANUP], MinLatency(us), 2605
[CLEANUP], MaxLatency(us), 2605
[CLEANUP], 95thPercentileLatency(us), 2000
[CLEANUP], 99thPercentileLatency(us), 2000
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 688.3971
[INSERT], LatencyVariance(us), 616200.7332115899
[INSERT], MinLatency(us), 384
[INSERT], MaxLatency(us), 70677
[INSERT], 95thPercentileLatency(us), 1000
[INSERT], 99thPercentileLatency(us), 1000
[INSERT], Return=OK, 10000
