[OVERALL], RunTime(ms), 48630
[OVERALL], Throughput(ops/sec), 205.63438206868187
[TOTAL_GCS_PS_Scavenge], Count, 43
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 389
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.7999177462471726
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 43
[TOTAL_GC_TIME], Time(ms), 389
[TOTAL_GC_TIME_%], Time(%), 0.7999177462471726
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 4.0
[CLEANUP], LatencyVariance(us), 0.0
[CLEANUP], MinLatency(us), 4
[CLEANUP], MaxLatency(us), 4
[CLEANUP], 95thPercentileLatency(us), 0
[CLEANUP], 99thPercentileLatency(us), 0
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 4752.8876
[INSERT], LatencyVariance(us), 3.2989332662766237E7
[INSERT], MinLatency(us), 1113
[INSERT], MaxLatency(us), 302952
[INSERT], 95thPercentileLatency(us), 14000
[INSERT], 99thPercentileLatency(us), 24000
[INSERT], Return=OK, 10000
