[OVERALL], RunTime(ms), 15185
[OVERALL], Throughput(ops/sec), 658.5446163977609
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 15
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.09878169245966416
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 15
[TOTAL_GC_TIME_%], Time(%), 0.09878169245966416
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 4968.0
[CLEANUP], LatencyVariance(us), 0.0
[CLEANUP], MinLatency(us), 4968
[CLEANUP], MaxLatency(us), 4968
[CLEANUP], 95thPercentileLatency(us), 4000
[CLEANUP], 99thPercentileLatency(us), 4000
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 1443.371
[INSERT], LatencyVariance(us), 2331770.079359
[INSERT], MinLatency(us), 828
[INSERT], MaxLatency(us), 144866
[INSERT], 95thPercentileLatency(us), 2000
[INSERT], 99thPercentileLatency(us), 3000
[INSERT], Return=OK, 10000
