[OVERALL], RunTime(ms), 14769
[OVERALL], Throughput(ops/sec), 677.0939129257227
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 15
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.10156408693885843
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 15
[TOTAL_GC_TIME_%], Time(%), 0.10156408693885843
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 4526.0
[CLEANUP], LatencyVariance(us), 0.0
[CLEANUP], MinLatency(us), 4526
[CLEANUP], MaxLatency(us), 4526
[CLEANUP], 95thPercentileLatency(us), 4000
[CLEANUP], 99thPercentileLatency(us), 4000
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 1403.8585
[INSERT], LatencyVariance(us), 4137429.32767775
[INSERT], MinLatency(us), 823
[INSERT], MaxLatency(us), 173475
[INSERT], 95thPercentileLatency(us), 2000
[INSERT], 99thPercentileLatency(us), 3000
[INSERT], Return=OK, 10000
