[OVERALL], RunTime(ms), 47415
[OVERALL], Throughput(ops/sec), 210.90372245070125
[TOTAL_GCS_PS_Scavenge], Count, 21
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 252
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.5314773805757672
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 21
[TOTAL_GC_TIME], Time(ms), 252
[TOTAL_GC_TIME_%], Time(%), 0.5314773805757672
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 4.0
[CLEANUP], LatencyVariance(us), 0.0
[CLEANUP], MinLatency(us), 4
[CLEANUP], MaxLatency(us), 4
[CLEANUP], 95thPercentileLatency(us), 0
[CLEANUP], 99thPercentileLatency(us), 0
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 4654.9318
[INSERT], LatencyVariance(us), 2.737453415094876E7
[INSERT], MinLatency(us), 1127
[INSERT], MaxLatency(us), 213893
[INSERT], 95thPercentileLatency(us), 13000
[INSERT], 99thPercentileLatency(us), 25000
[INSERT], Return=OK, 10000
